Gene ID	Gene Name	SRR7153131	SRR7153130	SRR7153129	SRR7153128	SRR7153127	SRR7153126
Zm00001eb413420		0	0	0	0	0	0
Zm00001eb413430		0	0	3	2	0	0
Zm00001eb413440		3	3	0	1	0	0
Zm00001eb413450		0	0	0	0	0	0
Zm00001eb413460		0	0	0	0	0	0
Zm00001eb413470		0	4	5	1	8	1
Zm00001eb413480		58	57	37	35	33	37
Zm00001eb413490		17	36	18	8	11	14
Zm00001eb413500		20	17	9	8	6	6
Zm00001eb413510		25	34	26	16	17	14
Zm00001eb413520		3	4	6	2	10	0
Zm00001eb413530		0	0	0	0	0	1
Zm00001eb413540		27	21	44	20	9	26
Zm00001eb413550		1242	1154	1305	489	922	755
Zm00001eb413560		52	42	53	24	40	49
Zm00001eb413570		0	0	0	0	0	0
Zm00001eb413580		3905	4223	4858	1657	3650	2622
Zm00001eb413590		1	2	7	3	7	6
Zm00001eb413600		15	21	28	18	27	32
Zm00001eb413610		0	1	0	0	1	1
Zm00001eb413620		0	0	0	0	0	0
Zm00001eb413630		0	0	0	0	0	0
Zm00001eb413640		1	2	3	1	0	1
Zm00001eb413650		0	0	0	0	0	0
Zm00001eb413660		0	0	0	0	0	0
Zm00001eb413670		3	6	8	5	17	5
Zm00001eb413680		743	759	990	223	559	322
Zm00001eb413690		13	16	19	8	4	10
Zm00001eb413700		0	0	0	0	0	0
Zm00001eb413710		252	373	332	168	243	246
Zm00001eb413720		0	0	0	0	0	0
Zm00001eb413730		900	1111	1257	487	749	747
Zm00001eb413740		1001	1024	1338	937	939	969
Zm00001eb413750		0	0	0	0	0	0
Zm00001eb413760		1	0	0	0	0	0
Zm00001eb413770		26	217	153	239	37	129
Zm00001eb413780		1275	1101	1553	805	839	797
Zm00001eb413790		36	41	40	18	65	29
Zm00001eb413800		1	4	3	3	1	1
Zm00001eb413810		29	43	46	30	64	58
Zm00001eb413820		397	412	439	142	257	264
Zm00001eb413830		0	0	0	0	0	0
Zm00001eb413840		0	0	0	0	0	0
Zm00001eb413850		1	3	3	1	7	8
Zm00001eb413860		20	32	30	46	57	62
Zm00001eb413870		336	382	384	197	248	303
Zm00001eb413880		998	1174	1417	351	1081	636
Zm00001eb413890		69	36	103	29	83	45
Zm00001eb413900		0	0	0	0	0	0
Zm00001eb413910		14	22	24	9	28	24
Zm00001eb413920		1	3	6	5	6	6
Zm00001eb413930		16	9	20	12	2	7
Zm00001eb413940		61	78	73	44	36	54
Zm00001eb413950		1523	1513	1563	925	1058	1213
Zm00001eb413960		0	0	0	0	0	0
Zm00001eb413970		0	0	0	0	0	0
Zm00001eb413980		0	0	0	0	0	0
Zm00001eb413990		0	0	0	0	0	0
Zm00001eb414000		104	106	191	76	116	109
Zm00001eb414010		1	1	0	0	0	0
Zm00001eb414020		2946	2154	2410	1081	1129	1489
Zm00001eb414030		4197	2655	4054	1699	1872	2036
Zm00001eb414040		1521	1755	2118	689	1422	1150
Zm00001eb414050		1408	1655	1716	833	1063	1081
Zm00001eb414060		6	21	9	4	3	11
Zm00001eb414070		0	0	0	0	0	0
Zm00001eb414080		8	17	18	14	20	18
Zm00001eb414090		1	1	2	0	1	0
Zm00001eb414100		0	0	0	0	0	0
Zm00001eb414110		0	0	0	0	0	0
Zm00001eb414120		0	4	3	0	3	4
Zm00001eb414130		0	0	2	0	0	1
Zm00001eb414140		0	0	0	0	0	1
Zm00001eb414150		310	819	352	355	353	430
Zm00001eb414160		0	1	2	0	1	1
Zm00001eb414170		0	0	0	0	0	0
Zm00001eb414180		256	258	343	157	190	216
Zm00001eb414190		0	0	0	0	0	0
Zm00001eb414200		0	0	0	0	0	1
Zm00001eb414210		0	0	0	0	0	0
Zm00001eb414220		0	0	0	0	0	0
Zm00001eb414230		0	0	0	0	0	0
Zm00001eb414240		0	0	0	0	0	0
Zm00001eb414250		155	66	1	100	3	0
Zm00001eb414260		535	578	723	309	594	444
Zm00001eb414270		2	9	7	5	11	13
Zm00001eb414280		0	0	0	0	0	0
Zm00001eb414290		0	0	0	0	0	0
Zm00001eb414300		0	0	0	0	0	0
Zm00001eb414310		450	315	470	127	445	270
Zm00001eb414320		1	0	1	3	5	1
Zm00001eb414330		0	0	0	0	0	0
Zm00001eb414340		21	8	17	5	8	4
Zm00001eb414350		0	0	0	0	0	0
Zm00001eb414360		0	0	1	0	0	1
Zm00001eb414370		0	0	0	0	0	0
Zm00001eb414380		2	1	3	2	1	2
Zm00001eb414390		0	1	2	0	0	0
Zm00001eb414400		0	0	0	0	0	0
Zm00001eb414410		0	0	0	0	0	0
Zm00001eb414420		76	89	77	70	40	93
Zm00001eb414430		62	50	54	38	45	86
Zm00001eb414440		18	22	10	19	24	23
Zm00001eb414450		0	0	0	0	0	0
Zm00001eb414460		664	683	877	615	1444	853
Zm00001eb414470		0	1	0	0	0	0
Zm00001eb414480		0	0	0	0	0	0
Zm00001eb414490		7	0	0	0	0	0
Zm00001eb414500		7	12	22	5	9	5
Zm00001eb414510		0	0	0	0	0	1
Zm00001eb414520		0	0	0	0	0	0
Zm00001eb414530		3	5	4	3	2	7
Zm00001eb414540		7	21	12	30	26	45
Zm00001eb414550		280	313	367	158	306	233
Zm00001eb414560		0	0	0	0	0	0
Zm00001eb414570		90	107	145	105	81	126
Zm00001eb414580		0	0	0	0	0	0
Zm00001eb414590		0	0	0	0	0	0
Zm00001eb414600		0	0	0	0	0	0
Zm00001eb414610		0	0	0	0	0	0
Zm00001eb414620		0	1	0	0	0	0
Zm00001eb414630		0	0	1	0	0	0
Zm00001eb414640		346	490	527	146	429	245
Zm00001eb414650		0	0	0	0	0	0
Zm00001eb414660		0	0	0	0	0	0
Zm00001eb414670		1	6	2	2	5	1
Zm00001eb414680		0	0	0	0	0	0
Zm00001eb414690		264	407	455	194	270	251
Zm00001eb414700		183	170	240	94	125	134
Zm00001eb414710		2	1	4	0	0	1
Zm00001eb414720		192	132	232	83	255	157
Zm00001eb414730		106	100	175	96	189	166
Zm00001eb414740		77	84	104	48	129	106
Zm00001eb414750		110	102	127	30	43	50
Zm00001eb414760		2109	1634	1891	760	887	892
Zm00001eb414770		0	0	0	0	0	0
Zm00001eb414780		66	64	92	47	51	51
Zm00001eb414790		1084	1074	1444	280	500	593
Zm00001eb414800		0	0	0	0	0	0
Zm00001eb414810		0	1	0	0	0	3
Zm00001eb414820		0	2	0	0	0	0
Zm00001eb414830		0	0	1	1	0	0
Zm00001eb414840		0	1	0	0	0	0
Zm00001eb414850		0	0	0	0	0	0
Zm00001eb414860		0	0	0	0	0	0
Zm00001eb414870		13	22	101	36	41	25
Zm00001eb414880		0	0	0	0	0	0
Zm00001eb414890		0	0	0	0	0	0
Zm00001eb414900		0	0	0	0	0	0
Zm00001eb414910		0	0	0	0	0	0
Zm00001eb414920		20	49	40	32	35	62
Zm00001eb414930		0	0	0	0	1	0
Zm00001eb414940		0	0	0	0	0	0
Zm00001eb414950		478	574	632	280	532	360
Zm00001eb414960		401	417	372	131	231	235
Zm00001eb414970		167	141	204	83	183	137
Zm00001eb414980		0	0	0	0	0	3
Zm00001eb414990		41	83	72	35	45	61
Zm00001eb415000		19	32	47	24	51	30
Zm00001eb415010		89	97	81	43	110	57
Zm00001eb415020		0	0	0	0	0	0
Zm00001eb415030		5	22	21	12	39	43
Zm00001eb415040		0	1	0	0	0	0
Zm00001eb415050		0	0	0	0	0	0
Zm00001eb415060		0	0	0	0	0	0
Zm00001eb415070		0	0	0	0	0	0
Zm00001eb415080		0	0	0	0	0	0
Zm00001eb415090		0	0	0	0	0	0
Zm00001eb415100		0	0	0	0	0	0
Zm00001eb415110		0	0	0	0	0	0
Zm00001eb415120		2	1	0	1	0	1
Zm00001eb415130		0	0	0	0	0	0
Zm00001eb415140		0	0	0	0	0	0
Zm00001eb415150		0	0	0	0	0	0
Zm00001eb415160		0	0	0	0	1	0
Zm00001eb415170		0	0	0	0	0	0
Zm00001eb415180		654	614	725	107	347	235
Zm00001eb415190		2	2	0	0	0	0
Zm00001eb415200		0	0	0	0	0	0
Zm00001eb415210		300	256	300	135	254	186
Zm00001eb415220		1551	1559	1667	600	1278	864
Zm00001eb415230		0	0	0	0	0	0
Zm00001eb415240		23	21	8	13	7	12
Zm00001eb415250		1	3	6	0	1	4
Zm00001eb415260		0	0	0	0	0	0
Zm00001eb415270		23	40	26	11	12	27
Zm00001eb415280		1	2	3	3	0	1
Zm00001eb415290		0	0	0	0	0	0
Zm00001eb415300		19	8	1	5	9	1
Zm00001eb415310		0	0	1	0	0	2
Zm00001eb415320		0	0	1	0	0	0
Zm00001eb415330		0	0	0	0	0	0
Zm00001eb415340		0	0	0	0	0	0
Zm00001eb415350		0	0	0	0	0	0
Zm00001eb415360		0	0	1	0	0	0
Zm00001eb415370		0	0	0	0	0	0
Zm00001eb415380		0	0	0	0	1	0
Zm00001eb415390		0	0	0	0	0	0
Zm00001eb415400		583	804	704	262	448	462
Zm00001eb415410		4022	3233	4928	1194	3971	2066
Zm00001eb415420		235	237	265	147	224	196
Zm00001eb415430		0	0	0	0	0	0
Zm00001eb415440		0	0	0	0	0	0
Zm00001eb415450		253	316	425	186	346	309
Zm00001eb415460		1082	1394	1970	585	1976	867
Zm00001eb415470		60	62	86	26	66	41
Zm00001eb415480		139	112	136	90	164	135
Zm00001eb415490		21	19	24	11	29	22
Zm00001eb415500		21	29	19	4	18	49
Zm00001eb415510		45	46	67	36	47	65
Zm00001eb415520		0	1	3	0	22	1
Zm00001eb415530		2290	1995	2482	1713	1908	1803
Zm00001eb415540		9	6	9	9	6	5
Zm00001eb415550		0	0	0	0	1	1
Zm00001eb415560		0	0	0	0	0	0
Zm00001eb415570		0	0	0	0	0	0
Zm00001eb415580		348	357	408	208	358	286
Zm00001eb415590		168	110	183	86	60	70
Zm00001eb415600		6	5	22	4	3	5
Zm00001eb415610		56	53	55	23	39	35
Zm00001eb415620		54	69	116	62	184	113
Zm00001eb415630		262	172	470	241	163	120
Zm00001eb415640		0	0	0	0	0	0
Zm00001eb415650		1234	1405	1381	705	902	938
Zm00001eb415660		1371	1262	1417	554	1051	853
Zm00001eb415670		0	0	0	0	0	0
Zm00001eb415680		0	0	0	0	0	0
Zm00001eb415690		74	96	111	49	86	59
Zm00001eb415700		213	242	277	101	217	138
Zm00001eb415710		512	828	1001	178	855	420
Zm00001eb415720		2	6	7	5	11	9
Zm00001eb415730		283	333	460	333	299	374
Zm00001eb415740		89	101	120	60	93	108
Zm00001eb415750		0	0	0	0	0	0
Zm00001eb415760		17	23	25	9	8	25
Zm00001eb415770		4	9	18	7	8	9
Zm00001eb415780		0	5	1	0	4	0
Zm00001eb415790		0	0	0	0	0	0
Zm00001eb415800		0	4	2	1	1	1
Zm00001eb415810		0	0	0	0	0	0
Zm00001eb415820		0	0	0	0	0	0
Zm00001eb415830		0	0	0	0	0	0
Zm00001eb415840		2	14	9	8	5	13
Zm00001eb415850		0	0	0	0	0	0
Zm00001eb415860		0	0	0	0	0	0
Zm00001eb415870		0	0	0	0	0	0
Zm00001eb415880		0	0	0	0	0	0
Zm00001eb415890		0	0	0	0	1	0
Zm00001eb415900		0	0	0	0	0	0
Zm00001eb415910		0	0	0	0	0	0
Zm00001eb415920		0	0	0	0	0	0
Zm00001eb415930		736	762	729	327	405	441
Zm00001eb415940		113	172	193	123	78	171
Zm00001eb415950		1179	1363	1880	611	1629	990
Zm00001eb415960		1072	1080	946	411	373	318
Zm00001eb415970		1019	1115	1203	578	1067	800
Zm00001eb415980		1	0	0	0	3	0
Zm00001eb415990		0	0	0	0	0	0
Zm00001eb416000		0	0	0	0	0	0
Zm00001eb416010		0	0	0	0	0	0
Zm00001eb416020		0	0	0	0	0	0
Zm00001eb416030		0	1	0	0	0	0
Zm00001eb416040		0	0	0	0	0	0
Zm00001eb416050		2557	2515	3066	1523	2194	2126
Zm00001eb416060		0	3	4	2	1	1
Zm00001eb416070		2	1	3	4	0	3
Zm00001eb416080		1	0	7	5	5	3
Zm00001eb416090		8	7	5	1	9	5
Zm00001eb416100		1	1	0	0	0	0
Zm00001eb416110		46	59	80	61	120	104
Zm00001eb416120		0	0	0	0	0	0
Zm00001eb416130		581	724	772	288	457	455
Zm00001eb416140		0	0	0	0	0	0
Zm00001eb416150		0	0	2	2	2	7
Zm00001eb416160		13	14	16	11	12	30
Zm00001eb416170		0	0	0	0	1	2
Zm00001eb416180		14	38	24	12	22	19
Zm00001eb416190		67	64	70	48	120	78
Zm00001eb416200		1	2	1	1	3	1
Zm00001eb416210		1679	1792	1706	627	889	865
Zm00001eb416220		773	703	688	374	796	617
Zm00001eb416230		560	439	507	219	196	253
Zm00001eb416240		18	30	37	18	28	25
Zm00001eb416250		1	0	0	0	0	0
Zm00001eb416260		29	156	91	1	145	254
Zm00001eb416270		3	11	17	0	22	31
Zm00001eb416280		7	46	26	1	53	95
Zm00001eb416290		382	463	294	235	206	291
Zm00001eb416300		0	0	0	0	0	1
Zm00001eb416310		4	7	3	0	3	5
Zm00001eb416320		193	837	370	7	338	848
Zm00001eb416330		0	0	0	0	0	1
Zm00001eb416340		2949	2955	2976	828	1579	1244
Zm00001eb416350		0	0	0	0	0	0
Zm00001eb416360		14	72	58	15	41	51
Zm00001eb416370		7	9	10	8	18	5
Zm00001eb416380		0	1	1	0	0	0
Zm00001eb416390		0	0	0	0	0	0
Zm00001eb416400		0	0	0	9	1	5
Zm00001eb416410		203	249	370	131	163	201
Zm00001eb416420		102	138	238	25	163	62
Zm00001eb416430		118	148	146	49	182	114
Zm00001eb416440		0	0	0	0	0	0
Zm00001eb416450		1112	1139	1387	430	715	669
Zm00001eb416460		0	0	0	0	0	0
Zm00001eb416470		4	5	3	2	2	7
Zm00001eb416480		27	27	20	18	26	40
Zm00001eb416490		307	248	295	151	241	180
Zm00001eb416500		0	0	0	0	0	0
Zm00001eb416510		0	0	0	0	0	0
Zm00001eb416520		0	0	0	0	0	0
Zm00001eb416530		293	297	419	222	261	302
Zm00001eb416540		155	103	170	67	55	72
Zm00001eb416550		225	184	260	152	276	256
Zm00001eb416560		166	232	261	162	271	165
Zm00001eb416570		0	0	0	0	0	0
Zm00001eb416580		47	108	61	38	104	62
Zm00001eb416590		0	0	0	0	0	0
Zm00001eb416600		0	0	1	1	1	4
Zm00001eb416610		0	0	0	0	0	0
Zm00001eb416620		0	0	0	0	0	0
Zm00001eb416630		0	0	0	0	0	0
Zm00001eb416640		58	304	244	9	430	142
Zm00001eb416650		0	0	0	0	0	1
Zm00001eb416660		81	152	132	42	104	67
Zm00001eb416670		0	0	0	0	0	0
Zm00001eb416680		0	0	0	0	0	0
Zm00001eb416690		0	0	0	0	0	0
Zm00001eb416700		0	0	0	0	0	0
Zm00001eb416710		0	0	0	0	0	0
Zm00001eb416720		0	0	0	0	0	0
Zm00001eb416730		0	0	0	0	1	0
Zm00001eb416740		0	2	0	0	1	0
Zm00001eb416750		686	792	1038	380	608	621
Zm00001eb416760		719	759	1157	340	1098	582
Zm00001eb416770		0	0	1	0	0	0
Zm00001eb416780		98	109	104	58	125	110
Zm00001eb416790		185	170	216	55	119	119
Zm00001eb416800		511	520	644	219	459	298
Zm00001eb416810		0	1	0	0	1	0
Zm00001eb416820		0	0	0	0	0	0
Zm00001eb416830		5	4	1	1	5	6
Zm00001eb416840		6	14	7	5	7	13
Zm00001eb416850		0	0	0	0	0	1
Zm00001eb416860		0	0	0	0	0	0
Zm00001eb416870		0	0	0	0	0	0
Zm00001eb416880		0	0	0	0	0	0
Zm00001eb416890		1	6	1	0	8	7
Zm00001eb416900		0	0	0	0	0	0
Zm00001eb416910		0	0	1	0	1	0
Zm00001eb416920		0	0	0	0	0	0
Zm00001eb416930		0	0	1	0	1	0
Zm00001eb416940		0	0	0	0	0	0
Zm00001eb416950		56	80	68	47	81	65
Zm00001eb416960		6	6	5	2	8	4
Zm00001eb416970		0	0	1	0	0	0
Zm00001eb416980		1	13	9	16	79	21
Zm00001eb416990		1336	1112	1389	551	1047	871
Zm00001eb417000		1131	1900	1393	635	594	763
Zm00001eb417010		242	192	280	133	164	185
Zm00001eb417020		92	153	168	74	125	114
Zm00001eb417030		11	35	30	40	9	41
Zm00001eb417040		302	431	340	225	272	327
Zm00001eb417050		66	118	102	39	75	33
Zm00001eb417060		364	344	337	165	235	279
Zm00001eb417070		0	0	0	0	0	0
Zm00001eb417080		0	0	0	0	0	0
Zm00001eb417090		660	708	766	222	496	435
Zm00001eb417100		129	100	95	39	65	57
Zm00001eb417110		0	0	0	0	1	0
Zm00001eb417120		19	18	21	25	17	27
Zm00001eb417130		0	0	0	0	0	0
Zm00001eb417140		30	46	53	32	26	30
Zm00001eb417150		0	14	25	6	22	17
Zm00001eb417160		0	0	0	0	0	0
Zm00001eb417170		0	0	0	0	0	0
Zm00001eb417180		0	0	0	0	0	0
Zm00001eb417190		0	0	0	0	0	0
Zm00001eb417200		1556	1557	1385	527	532	622
Zm00001eb417210		0	0	0	0	0	0
Zm00001eb417220		339	323	406	184	301	206
Zm00001eb417230		34	25	40	13	18	28
Zm00001eb417240		7	8	5	7	7	7
Zm00001eb417250		0	0	0	0	0	0
Zm00001eb417260		0	0	1	0	0	1
Zm00001eb417270		0	1	0	0	0	0
Zm00001eb417280		0	0	0	0	0	0
Zm00001eb417290		0	0	0	0	0	0
Zm00001eb417300		0	0	0	0	0	0
Zm00001eb417310		0	0	0	0	1	0
Zm00001eb417320		143	185	168	141	141	163
Zm00001eb417330		0	0	0	0	0	0
Zm00001eb417340		0	0	0	0	0	0
Zm00001eb417350		0	1	0	0	0	0
Zm00001eb417360		28	238	209	129	24	96
Zm00001eb417370		1134	1893	2839	733	2890	1149
Zm00001eb417380		710	558	560	465	429	437
Zm00001eb417390		1	2	7	8	15	19
Zm00001eb417400		67	57	77	23	51	45
Zm00001eb417410		203	234	251	64	119	127
Zm00001eb417420		8	17	19	7	8	4
Zm00001eb417430		0	0	0	0	0	0
Zm00001eb417440		52	33	55	14	23	32
Zm00001eb417450		0	0	0	0	1	0
Zm00001eb417460		0	12	2	3	6	6
Zm00001eb417470		215	251	292	140	190	217
Zm00001eb417480		0	18	15	12	46	14
Zm00001eb417490		1	0	4	0	1	1
Zm00001eb417500		75	63	66	20	64	42
Zm00001eb417510		2	11	19	8	13	15
Zm00001eb417520		0	0	2	0	1	3
Zm00001eb417530		0	0	0	0	0	0
Zm00001eb417540		0	0	0	0	0	0
Zm00001eb417550		70	84	81	69	38	28
Zm00001eb417560		0	0	0	0	0	0
Zm00001eb417570		0	0	0	0	1	0
Zm00001eb417580		0	0	0	0	0	0
Zm00001eb417590		2	0	0	0	0	0
Zm00001eb417600		0	0	0	0	0	0
Zm00001eb417610		0	0	0	0	0	1
Zm00001eb417620		12	17	9	0	11	3
Zm00001eb417630		0	0	0	0	0	0
Zm00001eb417640		415	455	522	271	427	431
Zm00001eb417650		197	185	321	101	236	152
Zm00001eb417660		0	0	1	0	1	0
Zm00001eb417670		0	0	0	0	0	0
Zm00001eb417680		0	0	0	0	0	0
Zm00001eb417690		0	0	0	0	0	0
Zm00001eb417700		1	0	0	0	0	0
Zm00001eb417710		2	12	17	10	8	11
Zm00001eb417720		2	0	0	0	0	0
Zm00001eb417730		11	15	12	10	5	9
Zm00001eb417740		0	0	0	0	0	0
Zm00001eb417750		0	0	0	0	0	0
Zm00001eb417760		0	1	0	0	0	1
Zm00001eb417770		0	0	0	0	0	1
Zm00001eb417780		67	52	88	11	30	24
Zm00001eb417790		503	451	613	217	378	339
Zm00001eb417800		0	0	1	0	1	1
Zm00001eb417810		238	290	346	270	277	256
Zm00001eb417820		70	56	74	43	69	48
Zm00001eb417830		19	69	62	0	21	53
Zm00001eb417840		13	56	40	0	10	91
Zm00001eb417850		0	0	0	0	0	0
Zm00001eb417860		0	0	0	0	0	0
Zm00001eb417870		262	306	348	199	293	329
Zm00001eb417880		23	64	42	0	9	43
Zm00001eb417890		1639	1535	1755	852	1467	1277
Zm00001eb417900		920	1362	1099	474	618	620
Zm00001eb417910		0	0	0	0	0	0
Zm00001eb417920		0	0	0	0	0	0
Zm00001eb417930		605	606	611	277	546	427
Zm00001eb417940		5	2	5	9	4	8
Zm00001eb417950		217	399	290	126	194	179
Zm00001eb417960		174	178	237	81	95	127
Zm00001eb417970		108	111	201	60	178	133
Zm00001eb417980		0	0	0	1	1	0
Zm00001eb417990		1350	1297	1472	700	1349	1060
Zm00001eb418000		433	406	522	167	332	227
Zm00001eb418010		38	38	66	19	49	33
Zm00001eb418020		882	465	997	344	371	415
Zm00001eb418030		61	35	57	34	75	62
Zm00001eb418040		14	7	2	11	4	7
Zm00001eb418050		0	0	0	0	0	1
Zm00001eb418060		39	46	80	12	30	13
Zm00001eb418070		71	107	105	31	53	49
Zm00001eb418080		0	0	0	0	0	0
Zm00001eb418090		0	0	0	0	0	0
Zm00001eb418100		0	0	0	0	0	0
Zm00001eb418110		0	0	2	0	0	1
Zm00001eb418120		0	0	0	0	0	0
Zm00001eb418130		0	0	0	0	0	0
Zm00001eb418140		0	2	0	1	1	0
Zm00001eb418150		4	14	3	1	12	13
Zm00001eb418160		2735	3651	3316	1245	2060	1842
Zm00001eb418170		1001	998	1285	475	645	661
Zm00001eb418180		258	209	279	97	148	152
Zm00001eb418190		0	0	0	0	1	1
Zm00001eb418200		0	0	0	0	0	0
Zm00001eb418210		129	148	166	83	103	120
Zm00001eb418220		0	0	0	0	0	0
Zm00001eb418230		0	0	0	0	0	0
Zm00001eb418240		12	6	5	11	3	6
Zm00001eb418250		0	0	0	0	0	0
Zm00001eb418260		0	0	0	0	0	0
Zm00001eb418270		0	0	0	0	0	0
Zm00001eb418280		0	0	0	0	1	0
Zm00001eb418290		0	1	0	0	4	1
Zm00001eb418300		0	0	0	0	1	0
Zm00001eb418310		195	172	124	111	140	151
Zm00001eb418320		0	0	0	0	0	0
Zm00001eb418330		20	47	24	14	40	41
Zm00001eb418340		0	0	0	0	0	0
Zm00001eb418350		2109	1968	2353	861	1517	1256
Zm00001eb418360		4	5	1	0	1	2
Zm00001eb418370		464	528	609	284	485	398
Zm00001eb418380		0	0	0	0	0	0
Zm00001eb418390		0	0	0	0	0	0
Zm00001eb418400		0	0	0	0	0	0
Zm00001eb418410		19	23	16	2	9	6
Zm00001eb418420		0	0	0	0	0	0
Zm00001eb418430		0	0	0	0	0	0
Zm00001eb418440		0	0	0	0	0	1
Zm00001eb418450		0	0	0	0	0	0
Zm00001eb418460		0	0	0	0	0	0
Zm00001eb418470		593	727	669	260	448	342
Zm00001eb418480		20	17	26	12	29	26
Zm00001eb418490		0	0	0	0	0	0
Zm00001eb418500		11	10	26	9	20	11
Zm00001eb418510		0	0	0	0	2	0
Zm00001eb418520		0	0	0	0	0	0
Zm00001eb418530		0	0	0	0	1	0
Zm00001eb418540		0	0	0	0	0	0
Zm00001eb418550		0	0	0	0	0	0
Zm00001eb418560		0	0	0	0	0	0
Zm00001eb418570		1	0	0	0	0	0
Zm00001eb418580		0	0	0	0	0	0
Zm00001eb418590		0	0	0	0	0	0
Zm00001eb418600		0	0	0	0	0	0
Zm00001eb418610		13	275	292	531	14	169
Zm00001eb418620		0	2	2	4	8	3
Zm00001eb418630		4	0	1	1	3	2
Zm00001eb418640		0	0	0	0	0	0
Zm00001eb418650		0	0	0	0	0	0
Zm00001eb418660		0	0	0	0	0	0
Zm00001eb418670		0	1	1	0	1	0
Zm00001eb418680		0	0	0	0	0	0
Zm00001eb418690		3244	3907	3248	1454	2022	1949
Zm00001eb418700		0	0	0	0	0	0
Zm00001eb418710		0	0	0	0	0	0
Zm00001eb418720		0	0	0	0	0	0
Zm00001eb418730		0	1	1	1	1	3
Zm00001eb418740		0	0	0	0	0	0
Zm00001eb418750		3	4	10	5	3	12
Zm00001eb418760		20	26	30	14	36	33
Zm00001eb418770		0	1	0	0	0	0
Zm00001eb418780		0	1	0	0	0	1
Zm00001eb418790		0	0	0	0	0	0
Zm00001eb418800		0	0	0	0	0	0
Zm00001eb418810		0	0	0	0	0	0
Zm00001eb418820		0	0	0	0	0	0
Zm00001eb418830		0	0	0	0	0	0
Zm00001eb418840		1	1	2	17	1	4
Zm00001eb418850		23	35	50	14	39	14
Zm00001eb418860		0	0	1	0	2	0
Zm00001eb418870		0	8	7	0	5	41
Zm00001eb418880		235	277	268	130	188	192
Zm00001eb418890		3	3	2	3	2	2
Zm00001eb418900		0	0	0	0	0	0
Zm00001eb418910		274	322	458	188	389	330
Zm00001eb418920		3	5	4	5	6	4
Zm00001eb418930		92	116	136	66	79	84
Zm00001eb418940		259	260	347	228	372	325
Zm00001eb418950		61	122	97	36	73	114
Zm00001eb418960		318	313	363	144	346	276
Zm00001eb418970		4	34	46	29	55	25
Zm00001eb418980		18	18	23	8	20	20
Zm00001eb418990		49	34	45	16	38	25
Zm00001eb419000		13	8	16	5	8	15
Zm00001eb419010		0	0	0	0	0	0
Zm00001eb419020		0	0	0	0	0	0
Zm00001eb419030		0	0	0	0	0	0
Zm00001eb419040		0	0	0	0	2	0
Zm00001eb419050		72	67	135	51	66	84
Zm00001eb419060		0	0	0	0	0	3
Zm00001eb419070		0	0	0	0	0	0
Zm00001eb419080		0	0	0	0	0	0
Zm00001eb419090		0	0	2	0	0	0
Zm00001eb419100		23	23	30	24	38	33
Zm00001eb419110		5	7	23	6	27	12
Zm00001eb419120		0	0	0	0	0	0
Zm00001eb419130		246	372	396	112	232	159
Zm00001eb419140		3	15	15	0	23	3
Zm00001eb419150		27	122	142	3	237	8
Zm00001eb419160		0	0	0	0	0	0
Zm00001eb419170		0	0	0	0	0	0
Zm00001eb419180		0	0	0	0	0	0
Zm00001eb419190		174	187	223	259	263	340
Zm00001eb419200		251	313	438	179	371	245
Zm00001eb419210		30	77	66	47	79	63
Zm00001eb419220		0	0	0	0	0	0
Zm00001eb419230		0	0	0	0	0	0
Zm00001eb419240		0	0	0	0	0	0
Zm00001eb419250		0	0	0	0	0	0
Zm00001eb419260		121	140	110	57	75	79
Zm00001eb419270		7	25	44	12	25	16
Zm00001eb419280		1	0	0	0	0	0
Zm00001eb419290		0	0	0	0	0	0
Zm00001eb419300		0	0	0	0	0	0
Zm00001eb419310		0	0	0	0	0	0
Zm00001eb419320		0	0	0	0	0	0
Zm00001eb419330		0	0	0	0	0	0
Zm00001eb419340		0	0	0	0	0	0
Zm00001eb419350		0	0	0	0	0	0
Zm00001eb419360		0	0	0	0	0	0
Zm00001eb419370		0	0	0	0	0	0
Zm00001eb419380		0	0	0	0	0	0
Zm00001eb419390		1	0	0	0	0	0
Zm00001eb419400		780	1766	1705	1045	2363	1592
Zm00001eb419410		0	0	0	0	0	0
Zm00001eb419420		0	0	11	3	0	9
Zm00001eb419430		0	0	0	0	0	0
Zm00001eb419440		629	617	768	413	539	600
Zm00001eb419450		0	0	0	0	0	0
Zm00001eb419460		0	0	0	0	0	0
Zm00001eb419470		98	141	163	82	103	132
Zm00001eb419480		1376	1815	1641	639	1285	1019
Zm00001eb419490		582	433	578	253	328	268
Zm00001eb419500		24	44	25	22	26	20
Zm00001eb419510		328	307	466	204	340	279
Zm00001eb419520		0	0	1	0	0	0
Zm00001eb419530		0	0	0	0	0	0
Zm00001eb419540		0	0	1	0	1	0
Zm00001eb419550		949	1089	1265	531	1033	720
Zm00001eb419560		33	47	66	21	44	63
Zm00001eb419570		2	2	4	0	0	4
Zm00001eb419580		112	181	164	92	84	138
Zm00001eb419590		511	730	607	331	391	525
Zm00001eb419600		260	284	294	345	287	438
Zm00001eb419610		0	0	0	0	0	0
Zm00001eb419620		1161	1148	1449	595	733	782
Zm00001eb419630		1	2	1	0	0	2
Zm00001eb419640		0	0	0	0	0	0
Zm00001eb419650		0	0	0	0	0	0
Zm00001eb419660		0	0	0	0	0	0
Zm00001eb419670		3	6	2	0	0	5
